Athlete	Age	Country	Year	Closing_Ceremony_Date	Sport	Gold_Medals	Silver_Medals	Bronze_Medals	Total_Medals
Jinelle_Zaugg-Siergiej	23	United_States	2010	2/28/10	Ice_Hockey	0	1	0	1
Meghan_Agosta	18	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Daniel_Alfredsson	33	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Cecilia_Andersson	23	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Gunilla_Andersson	30	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Gillian_Apps	22	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Jenni_Asserholt	17	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Per-Johan_Axelsson	30	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Christian_Bäckman	25	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Aki_Berg	28	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Jennifer_Botterill	26	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Jan_Bulis	27	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Caitlin_Cahow	20	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Petr_Cajánek	30	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Cassie_Campbell	32	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Julie_Chu	23	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Natalie_Darwitz	22	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Pam_Dreyer	24	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Tricia_Dunn-Luoma	31	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Ann-Louise_Edstrand	30	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Joa_Elfsberg	26	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Patrik_Eliá_	29	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Emma_Eliasson	16	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Molly_Engstrom	22	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Martin_Erat	24	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Gillian_Ferrari	25	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Peter_Forsberg	32	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Danielle_Goyette	40	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Chanda_Gunn	26	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Jamie_Hagerman	24	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Niklas_Hagman	26	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Mika_Hannula	26	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Dominik_Ha_ek	41	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Niclas_Hävelid	32	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Jayna_Hefford	28	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Milan_Hejduk	30	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Ale__Hemsk_	22	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Jukka_Hentunen	31	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Milan_Hnilicka	32	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Tomas_Holmström	33	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Erika_Holst	26	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Kim_Insalaco	25	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Jaromír_Jágr	34	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Nanna_Jansson	22	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Jussi_Jokinen	22	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Olli_Jokinen	27	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Jörgen_Jönsson	33	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Kenny_Jönsson	31	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Franti_ek_Kaberle	32	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Tomá__Kaberle	27	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Niko_Kapanen	27	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Kathleen_Kauth	26	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Becky_Kellar	31	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Courtney_Kennedy	26	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Katie_King	30	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Kristin_King	26	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Gina_Kingsbury	24	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Mikko_Koivu	22	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Saku_Koivu	31	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Ale__Kotalík	27	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Niklas_Kronwall	25	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Filip_Kuba	29	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Pavel_Kubina	28	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Lasse_Kukkonen	24	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Antti_Laaksonen	32	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Charlie_Labonté	23	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Robert_Lang	35	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Jere_Lehtinen	32	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Nicklas_Lidström	35	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Ylva_Lindberg	29	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Jenny_Lindqvist	27	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Stefan_Liv	25	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Kristina_Lundberg	20	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Henrik_Lundqvist	23	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Toni_Lydman	28	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Carla_MacLeod	23	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Marek_Malík	30	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Kim_Martin	19	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Fredrik_Modin	31	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Frida_Nevalainen	19	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Antti-Jussi_Niemi	28	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Ville_Nieminen	28	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Antero_Niittymäki	25	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Fredrik_Norrena	32	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Petteri_Nummelin	33	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Teppo_Numminen	37	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Emilie_O'Konor	22	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Mattias_Öhlund	29	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Rostislav_Olesz	20	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Caroline_Ouellette	26	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Samuel_Påhlsson	28	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Sarah_Parsons	18	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Ville_Peltonen	32	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Cherie_Piper	24	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Cheryl_Pounder	29	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Václav_Prospal	30	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Helen_Resor	20	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Maria_Rooth	26	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Martin_Rucinsk_	34	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Angela_Ruggiero	26	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Danijela_Rundqvist	21	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Jarkko_Ruutu	30	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Sami_Salo	31	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Mikael_Samuelsson	29	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Jenny_Schmidgall-Potter	27	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Daniel_Sedin	25	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Henrik_Sedin	25	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Teemu_Selänne	35	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Therese_Sjölander	24	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Colleen_Sostorics	26	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Jaroslav__pacek	32	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Kim_St-Pierre	27	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Kelly_Stephens	22	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Martin_Straka	33	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Mats_Sundin	35	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Ronnie_Sundin	35	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Vicky_Sunohara	35	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Mikael_Tellqvist	26	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Katarina_Timglas	20	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Kimmo_Timonen	30	Finland	2006	2/26/06	Ice_Hockey	0	1	0	1
Daniel_Tjärnqvist	29	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Sarah_Vaillancourt	20	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Anna_Vikman	25	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Tomá__Vokoun	29	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
David_V_born_	31	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Lyndsay_Wall	20	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Katie_Weatherston	22	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Krissy_Wendell	24	United_States	2006	2/26/06	Ice_Hockey	0	0	1	1
Hayley_Wickenheiser	27	Canada	2006	2/26/06	Ice_Hockey	1	0	0	1
Pernilla_Winberg	16	Sweden	2006	2/26/06	Ice_Hockey	0	1	0	1
Henrik_Zetterberg	25	Sweden	2006	2/26/06	Ice_Hockey	1	0	0	1
Marek__idlick_	29	Czech_Republic	2006	2/26/06	Ice_Hockey	0	0	1	1
Maksim_Afinogenov	22	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Annica_Åhlén	27	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Lotta_Almblad	29	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Tony_Amonte	31	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Anna_Andersson	20	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Gunilla_Andersson	26	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Dana_Antal	24	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Chris_Bailey	30	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Laurie_Baker	25	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Tom_Barrasso	36	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Kelly_Béchard	24	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Emelie_Berggren	19	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Kristina_Bergstrand	38	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Rob_Blake	32	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Jennifer_Botterill	22	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Eric_Brewer	22	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Thérèse_Brisson	35	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Martin_Brodeur	29	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Pavel_Bure	30	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Valery_Bure	27	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Karyn_Bye	30	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Cassie_Campbell	28	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Isabelle_Chartrand	23	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Chris_Chelios	40	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Julie_Chu	19	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Natalie_Darwitz	18	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Pavel_Datsyuk	23	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Adam_Deadmarsh	26	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Sara_DeCosta	24	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Chris_Drury	25	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Mike_Dunham	29	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Tricia_Dunn-Luoma	27	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Lori_Dupuis	29	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Ann-Louise_Edstrand	26	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Joa_Elfsberg	22	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Theo_Fleury	33	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Adam_Foote	30	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Sergey_Fyodorov	32	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Simon_Gagné	21	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Sergey_Gonchar	27	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Danielle_Goyette	36	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Cammi_Granato	30	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Bill_Guerin	31	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Geraldine_Heaney	34	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Jayna_Hefford	24	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Erika_Holst	22	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Phil_Housley	37	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Brett_Hull	37	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Jarome_Iginla	24	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Nanna_Jansson	18	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Curtis_Joseph	34	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Ed_Jovanovski	25	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Paul_Kariya	27	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Darius_Kasparaitis	29	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Becky_Kellar	27	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Courtney_Kennedy	22	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Nikolay_Khabibulin	29	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Andrea_Kilbourne	21	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Katie_King	26	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Ilya_Kovalchuk	18	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Aleksey_Kovalyov	28	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Igor_Kravchuk	35	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Oleg_Kvasha	23	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Igor_Larionov	41	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Maria_Larsson	22	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
John_LeClair	32	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Brian_Leetch	33	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Mario_Lemieux	36	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Ylva_Lindberg	25	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Eric_Lindros	28	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Ulrica_Lindström	22	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Shelley_Looney	30	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Al_MacInnis	38	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Vladimir_Malakhov	33	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Danny_Markov	25	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Kim_Martin	15	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Sue_Merz	29	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Aaron_Miller	30	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Boris_Mironov	29	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
A._J._Mleczko	26	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Mike_Modano	31	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Tara_Mounsey	23	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Scott_Niedermayer	28	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Joe_Nieuwendyk	35	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Andrey_Nikolishin	28	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Owen_Nolan	29	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Caroline_Ouellette	22	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Mike_Peca	27	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Josefin_Pettersson	18	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Cherie_Piper	20	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Tom_Poti	24	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Cheryl_Pounder	25	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Chris_Pronger	27	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Brian_Rafalski	28	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Mike_Richter	35	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Jeremy_Roenick	32	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Brian_Rolston	28	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Maria_Rooth	22	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Angela_Ruggiero	22	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Danijela_Rundqvist	17	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Joe_Sakic	32	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Sergey_Samsonov	23	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Evelina_Samuelsson	17	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Jenny_Schmidgall-Potter	23	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Brendan_Shanahan	33	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Tammy_Lee_Shewchuk	24	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Therese_Sjölander	20	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Sami_Jo_Small	25	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Ryan_Smyth	25	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Colleen_Sostorics	22	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Kim_St-Pierre	23	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Vicky_Sunohara	31	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Gary_Suter	37	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Keith_Tkachuk	29	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Sarah_Tueting	25	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Oleg_Tverdovsky	25	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Anna_Vikman	21	Sweden	2002	2/24/02	Ice_Hockey	0	0	1	1
Lyndsay_Wall	16	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Doug_Weight	31	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Krissy_Wendell	20	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Hayley_Wickenheiser	23	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Aleksey_Yashin	28	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
Mike_York	24	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Scott_Young	34	United_States	2002	2/24/02	Ice_Hockey	0	1	0	1
Steve_Yzerman	36	Canada	2002	2/24/02	Ice_Hockey	1	0	0	1
Aleksey_Zhamnov	31	Russia	2002	2/24/02	Ice_Hockey	0	0	1	1
		Argentina	2012	8/12/12	Hockey	0	1	0	1
		Argentina	2012	8/12/12	Hockey	0	1	0	1
Marilyn_Agliotti	33	Netherlands	2012	8/12/12	Hockey	1	0	0	1
Lucha_Aymar	34	Argentina	2012	8/12/12	Hockey	0	1	0	1
Sander_Baart	24	Netherlands	2012	8/12/12	Hockey	0	1	0	1
Billy_Bakker	23	Netherlands	2012	8/12/12	Hockey	0	1	0	1
Marcel_Balkestein	31	Netherlands	2012	8/12/12	Hockey	0	1	0	1
Ashleigh_Ball	26	Great_Britain	2012	8/12/12	Hockey	0	0	1	1
Noel_Barrionuevo	28	Argentina	2012	8/12/12	Hockey	0	1	0	1
Laura_Bartlett	24	Great_Britain	2012	8/12/12	Hockey	0	0	1	1
Nathan_Burgers	33	Australia	2012	8/12/12	Hockey	0	0	1	1
Matthew_Butturini	24	Australia	2012	8/12/12	Hockey	0	0	1	1
Joel_Carroll	25	Australia	2012	8/12/12	Hockey	0	0	1	1
Martina_Cavallero	22	Argentina	2012	8/12/12	Hockey	0	1	0	1
Chris_Ciriello	26	Australia	2012	8/12/12	Hockey	0	0	1	1
Crista_Cullen	26	Great_Britain	2012	8/12/12	Hockey	0	0	1	1
Silvina_D'Elia	26	Argentina	2012	8/12/12	Hockey	0	1	0	1
Alex_Danson	27	Great_Britain	2012	8/12/12	Hockey	0	0	1	1
Merel_de_Blaey	25	Netherlands	2012	8/12/12	Hockey	1	0	0	1
Eva_de_Goede	23	Netherlands	2012	8/12/12	Hockey	1	0	0	1
Teun_de_Nooijer	36	Netherlands	2012	8/12/12	Hockey	0	1	0	1
Bob_de_Voogd	23	Netherlands	2012	8/12/12	Hockey	0	1	0	1
Sander_de_Wijn	22	Netherlands	2012	8/12/12	Hockey	0	1	0	1
Liam_De_Young	30	Australia	2012	8/12/12	Hockey	0	0	1	1
Timothy_Deavin	28	Australia	2012	8/12/12	Hockey	0	0	1	1
Oskar_Deecke	26	Germany	2012	8/12/12	Hockey	1	0	0	1
Carlien_Dirkse_van_den_Heuvel	25	Netherlands	2012	8/12/12	Hockey	1	0	0	1
Jamie_Dwyer	33	Australia	2012	8/12/12	Hockey	0	0	1	1
Floris_Evers	29	Netherlands	2012	8/12/12	Hockey	0	1	0	1
Russell_Ford	28	Australia	2012	8/12/12	Hockey	0	0	1	1
Florian_Fuchs	20	Germany	2012	8/12/12	Hockey	1	0	0	1
Moritz_Fürste	27	Germany	2012	8/12/12	Hockey	1	0	0	1
Maartje_Goderie	28	Netherlands	2012	8/12/12	Hockey	1	0	0	1
Matt_Gohdes	22	Australia	2012	8/12/12	Hockey	0	0	1	1
Kieran_Govers	24	Australia	2012	8/12/12	Hockey	0	0	1	1
Florencia_Habif	18	Argentina	2012	8/12/12	Hockey	0	1	0	1
Martin_Häner	23	Germany	2012	8/12/12	Hockey	1	0	0	1
Tobias_Hauke	24	Germany	2012	8/12/12	Hockey	1	0	0	1
Rogier_Hofman	25	Netherlands	2012	8/12/12	Hockey	0	1	0	1
Ellen_Hoog	26	Netherlands	2012	8/12/12	Hockey	1	0	0	1
Tim_Jenniskens	25	Netherlands	2012	8/12/12	Hockey	0	1	0	1
Wouter_Jolie	27	Netherlands	2012	8/12/12	Hockey	0	1	0	1
Kelly_Jonker	22	Netherlands	2012	8/12/12	Hockey	1	0	0	1
Fergus_Kavanagh	27	Australia	2012	8/12/12	Hockey	0	0	1	1
Robbert_Kemperman	22	Netherlands	2012	8/12/12	Hockey	0	1	0	1
Mark_Knowles	27	Australia	2012	8/12/12	Hockey	0	0	1	1
Oliver_Korn	28	Germany	2012	8/12/12	Hockey	1	0	0	1
Kim_Lammers	31	Netherlands	2012	8/12/12	Hockey	1	0	0	1
Rosario_Luchetti	28	Argentina	2012	8/12/12	Hockey	0	1	0	1
Sofia_Maccari	28	Argentina	2012	8/12/12	Hockey	0	1	0	1
Hannah_Macleod	28	Great_Britain	2012	8/12/12	Hockey	0	0	1	1
Emily_Maguire	24	Great_Britain	2012	8/12/12	Hockey	0	0	1	1
Delfina_Merino	22	Argentina	2012	8/12/12	Hockey	0	1	0	1
Max_Müller	25	Germany	2012	8/12/12	Hockey	1	0	0	1
María_Mutio	27	Argentina	2012	8/12/12	Hockey	0	1	0	1
Eddie_Ockenden	25	Australia	2012	8/12/12	Hockey	0	0	1	1
Simon_Orchard	26	Australia	2012	8/12/12	Hockey	0	0	1	1
Ann_Panter	28	Great_Britain	2012	8/12/12	Hockey	0	0	1	1
Maartje_Paumen	26	Netherlands	2012	8/12/12	Hockey	1	0	0	1
Sophie_Polkamp	27	Netherlands	2012	8/12/12	Hockey	1	0	0	1
Jan_Philipp_Rabente	25	Germany	2012	8/12/12	Hockey	1	0	0	1
Carla_Rebecchi	27	Argentina	2012	8/12/12	Hockey	0	1	0	1
Helen_Richardson	30	Great_Britain	2012	8/12/12	Hockey	0	0	1	1
Ana_Rodríguez	31	Argentina	2012	8/12/12	Hockey	0	1	0	1
Chloe_Rogers	27	Great_Britain	2012	8/12/12	Hockey	0	0	1	1
Rocio_Sánchez	23	Argentina	2012	8/12/12	Hockey	0	1	0	1
Maru_Scarone	25	Argentina	2012	8/12/12	Hockey	0	1	0	1
Joyce_Sombroek	21	Netherlands	2012	8/12/12	Hockey	1	0	0	1
Dani_Sruoga	24	Argentina	2012	8/12/12	Hockey	0	1	0	1
Jose_Sruoga	21	Argentina	2012	8/12/12	Hockey	0	1	0	1
Jaap_Stockmann	28	Netherlands	2012	8/12/12	Hockey	0	1	0	1
Beth_Storry	34	Great_Britain	2012	8/12/12	Hockey	0	0	1	1
Thilo_Stralkowski	25	Germany	2012	8/12/12	Hockey	1	0	0	1
